λ	T
452.4	0.00288
452.6	0.00226
452.8	0.00177
453.0	0.0014
453.2	0.00112
453.4	8.9753e-04
453.6	7.5321e-04
453.8	7.0103e-04
454.0	6.5246e-04
454.2	6.3218e-04
454.4	6.5894e-04
454.6	6.8683e-04
454.8	7.4496e-04
455.0	8.5771e-04
455.2	9.5499e-04
455.4	0.00118
455.6	0.00151
455.8	0.00205
456.0	0.00286
456.2	0.00396
456.4	0.00517
456.6	0.00589
456.8	0.00555
457.0	0.00473
457.2	0.00386
457.4	0.00316
457.6	0.00271
457.8	0.00244
458.0	0.00232
458.2	0.00231
458.4	0.00237
458.6	0.00253
458.8	0.00269
459.0	0.00274
459.2	0.00262
459.4	0.0023
459.6	0.0018
459.8	0.00135
460.0	0.001
460.2	7.5008e-04
460.4	5.7019e-04
460.6	4.4899e-04
460.8	3.6649e-04
461.0	3.0641e-04
461.2	2.6014e-04
461.4	2.2743e-04
461.6	2.0967e-04
461.8	1.981e-04
462.0	1.896e-04
462.2	1.8303e-04
462.4	1.8603e-04
462.6	1.947e-04
462.8	2.1066e-04
463.0	2.3508e-04
463.2	2.687e-04
463.4	3.2397e-04
463.6	4.0129e-04
463.8	5.1693e-04
464.0	6.9785e-04
464.2	9.9262e-04
464.4	0.00139
464.6	0.00175
464.8	0.00188
465.0	0.00164
465.2	0.00128
465.4	0.00101
465.6	7.8714e-04
465.8	6.4746e-04
466.0	5.3485e-04
466.2	4.4182e-04
466.4	3.7351e-04
466.6	3.6858e-04
466.8	3.6372e-04
467.0	3.5892e-04
467.2	3.7479e-04
467.4	4.3788e-04
467.6	5.1158e-04
467.8	5.9769e-04
468.0	7.0309e-04
468.2	8.3194e-04
468.4	9.844e-04
468.6	0.00116
468.8	0.00103
469.0	8.2658e-04
469.2	6.6332e-04
469.4	5.3231e-04
469.6	4.0546e-04
469.8	3.0816e-04
470.0	2.3421e-04
470.2	1.8218e-04
470.4	1.593e-04
470.6	1.393e-04
470.8	1.2181e-04
471.0	1.1145e-04
471.2	1.0997e-04
471.4	1.0851e-04
471.6	1.0707e-04
471.8	1.1266e-04
472.0	1.2408e-04
472.2	1.3664e-04
472.4	1.5048e-04
472.6	1.7609e-04
472.8	2.093e-04
473.0	2.4878e-04
473.2	2.9553e-04
473.4	3.1276e-04
473.6	3.3099e-04
473.8	3.5029e-04
474.0	3.5611e-04
474.2	3.1266e-04
474.4	2.7451e-04
474.6	2.4102e-04
474.8	2.0884e-04
475.0	1.7777e-04
475.2	1.7593e-04
475.4	1.7411e-04
475.6	1.7231e-04
475.8	2.0116e-04
476.0	2.3735e-04
476.2	2.8004e-04
476.4	3.3041e-04
476.6	3.8984e-04
476.8	4.5996e-04
477.0	4.434e-04
477.2	3.7766e-04
477.4	3.2166e-04
477.6	2.7397e-04
477.8	2.3334e-04
478.0	1.9875e-04
478.2	1.6274e-04
478.4	1.2157e-04
478.6	9.081e-05
478.8	6.7834e-05
479.0	5.0672e-05
479.2	3.7851e-05
479.4	2.8275e-05
479.6	2.5876e-05
479.8	2.3754e-05
480.0	2.1806e-05
480.2	2.0018e-05
480.4	1.8377e-05
480.6	1.687e-05
480.8	1.7087e-05
481.0	1.8165e-05
481.2	1.9312e-05
481.4	2.0531e-05
481.6	2.1827e-05
481.8	2.3205e-05
482.0	2.6903e-05
482.2	3.6509e-05
482.4	4.9546e-05
482.6	6.7237e-05
482.8	9.1245e-05
483.0	1.2383e-04
483.2	1.6689e-04
483.4	1.9454e-04
483.6	2.2676e-04
483.8	2.6432e-04
484.0	3.081e-04
484.2	3.5913e-04
484.4	4.1861e-04
484.6	3.7246e-04
484.8	3.0065e-04
485.0	2.4268e-04
485.2	2.0765e-04
485.4	1.7767e-04
485.6	1.5202e-04
485.8	1.6004e-04
486.0	1.8492e-04
486.2	2.1368e-04
486.4	2.6792e-04
486.6	3.9966e-04
486.8	5.9617e-04
487.0	8.8929e-04
487.2	7.9472e-04
487.4	6.9327e-04
487.6	6.0476e-04
487.8	4.2799e-04
488.0	2.6112e-04
488.2	1.5932e-04
488.4	1.031e-04
488.6	8.2212e-05
488.8	6.5557e-05
489.0	5.2277e-05
489.2	4.7102e-05
489.4	4.3327e-05
489.6	3.9855e-05
489.8	3.8653e-05
490.0	3.9654e-05
490.2	4.068e-05
490.4	4.2502e-05
490.6	5.077e-05
490.8	6.0646e-05
491.0	7.2443e-05
491.2	1.0543e-04
491.4	1.6357e-04
491.6	2.538e-04
491.8	3.5573e-04
492.0	4.2532e-04
492.2	5.0853e-04
492.4	5.981e-04
492.6	3.705e-04
492.8	2.2951e-04
493.0	1.4217e-04
493.2	1.0141e-04
493.4	7.7787e-05
493.6	5.9667e-05
493.8	4.8447e-05
494.0	4.5063e-05
494.2	4.1916e-05
494.4	3.8988e-05
494.6	4.1381e-05
494.8	4.4359e-05
495.0	4.7551e-05
495.2	5.5318e-05
495.4	6.8725e-05
495.6	9.534e-05
495.8	1.4253e-04
496.0	2.4396e-04
496.2	5.1466e-04
496.4	0.00116
496.6	0.00161
496.8	9.5956e-04
497.0	4.2351e-04
497.2	2.1485e-04
497.4	1.3453e-04
497.6	9.4047e-05
497.8	7.434e-05
498.0	6.1456e-05
498.2	5.3157e-05
498.4	4.8277e-05
498.6	4.6567e-05
498.8	4.6951e-05
499.0	4.7298e-05
499.2	5.3229e-05
499.4	6.2094e-05
499.6	7.9482e-05
499.8	1.0434e-04
500.0	1.5542e-04
500.2	2.7319e-04
500.4	6.5175e-04
500.6	0.00198
500.8	0.00321
501.0	0.00149
501.2	4.9762e-04
501.4	2.2989e-04
501.6	1.4054e-04
501.8	9.8931e-05
502.0	7.8041e-05
502.2	6.3961e-05
502.4	5.5528e-05
502.6	5.0073e-05
502.8	4.8966e-05
503.0	4.9561e-05
503.2	5.3711e-05
503.4	6.2334e-05
503.6	7.8922e-05
503.8	1.0901e-04
504.0	1.7933e-04
504.2	3.8975e-04
504.4	0.0012
504.6	0.0026
504.8	0.0017
505.0	4.669e-04
505.2	1.6552e-04
505.4	9.58e-05
505.6	6.5662e-05
505.8	5.0073e-05
506.0	4.0416e-05
506.2	3.5882e-05
506.4	3.2594e-05
506.6	3.2581e-05
506.8	3.4431e-05
507.0	3.8164e-05
507.2	4.6749e-05
507.4	6.6194e-05
507.6	1.1735e-04
507.8	3.9519e-04
508.0	0.00182
508.2	0.00199
508.4	4.0368e-04
508.6	9.078e-05
508.8	4.4175e-05
509.0	2.6851e-05
509.2	1.9002e-05
509.4	1.5044e-05
509.6	1.1761e-05
509.8	9.8551e-06
510.0	9.6694e-06
510.2	9.5847e-06
510.4	1.0024e-05
510.6	1.1544e-05
510.8	1.8924e-05
511.0	5.8981e-05
511.2	3.5169e-04
511.4	5.4493e-04
511.6	1.014e-04
511.8	1.5141e-05
512.0	7.3394e-06
512.2	4.5627e-06
512.4	3.6919e-06
512.6	3.0304e-06
512.8	2.6586e-06
513.0	2.4436e-06
513.2	2.8191e-06
513.4	5.9523e-06
513.6	4.451e-05
513.8	1.5229e-04
514.0	4.1274e-05
514.2	2.8978e-06
514.4	1.4202e-06
514.6	6.3421e-07
514.8	7.8287e-07
515.0	8.3732e-07
515.2	6.254e-07
515.4	4.6711e-07
515.6	3.4888e-07
515.8	2.6058e-07
516.0	1.9463e-07
516.2	1.4537e-07
516.4	1.0857e-07
516.6	8.1094e-08
516.8	6.0569e-08
517.0	4.5239e-08
517.2	3.9331e-08
517.4	3.4619e-08
517.6	3.0471e-08
517.8	2.6821e-08
518.0	2.3607e-08
518.2	2.0779e-08
518.4	1.8289e-08
518.6	1.6098e-08
518.8	1.4169e-08
519.0	1.2472e-08
519.2	1.0732e-08
519.4	9.1959e-09
519.6	7.8794e-09
519.8	6.7513e-09
520.0	5.7848e-09
520.2	4.9566e-09
520.4	4.247e-09
520.6	3.639e-09
520.8	3.118e-09
521.0	2.6716e-09
521.2	2.7058e-09
521.4	2.8889e-09
521.6	3.0845e-09
521.8	3.2933e-09
522.0	3.5162e-09
522.2	3.7543e-09
522.4	4.0084e-09
522.6	4.2798e-09
522.8	4.5695e-09
523.0	4.8788e-09
523.2	4.6861e-09
523.4	4.2872e-09
523.6	3.9223e-09
523.8	3.5885e-09
524.0	3.283e-09
524.2	3.0036e-09
524.4	2.7479e-09
524.6	2.514e-09
524.8	2.3e-09
525.0	2.1043e-09
525.2	2.5284e-09
525.4	3.038e-09
525.6	3.6503e-09
525.8	4.3861e-09
526.0	5.2701e-09
526.2	6.3323e-09
526.4	7.6086e-09
526.6	9.1421e-09
526.8	1.0985e-08
527.0	1.3199e-08
527.2	1.0222e-08
527.4	7.6983e-09
527.6	5.7975e-09
527.8	4.366e-09
528.0	3.288e-09
528.2	2.4762e-09
528.4	1.8648e-09
528.6	1.4043e-09
528.8	1.0576e-09
529.0	7.9646e-10
529.2	7.6539e-10
529.4	7.6405e-10
529.6	7.6272e-10
529.8	7.6139e-10
530.0	7.6006e-10
530.2	7.5873e-10
530.4	7.5741e-10
530.6	7.5609e-10
530.8	7.5477e-10
531.0	7.5346e-10
531.2	9.2483e-10
531.4	1.1993e-09
531.6	1.5552e-09
531.8	2.0168e-09
532.0	2.6153e-09
532.2	3.3915e-09
532.4	4.3981e-09
532.6	5.7033e-09
532.8	7.3959e-09
533.0	9.5909e-09
533.2	8.6039e-09
533.4	6.6881e-09
533.6	5.1988e-09
533.8	4.0412e-09
534.0	3.1413e-09
534.2	2.4418e-09
534.4	1.8981e-09
534.6	1.4755e-09
534.8	1.1469e-09
535.0	8.9153e-10
535.2	1.1248e-09
535.4	1.419e-09
535.6	1.7903e-09
535.8	2.2586e-09
536.0	2.8495e-09
536.2	3.595e-09
536.4	4.5356e-09
536.6	5.7221e-09
536.8	7.2192e-09
537.0	9.1078e-09
537.2	8.4453e-09
537.4	7.6651e-09
537.6	6.957e-09
537.8	6.3143e-09
538.0	5.731e-09
538.2	5.2015e-09
538.4	4.721e-09
538.6	4.2849e-09
538.8	3.889e-09
539.0	3.5297e-09
539.2	3.5365e-09
539.4	3.5984e-09
539.6	3.6613e-09
539.8	3.7254e-09
540.0	3.7906e-09
540.2	3.8569e-09
540.4	3.9244e-09
540.6	3.993e-09
540.8	4.0629e-09
541.0	4.1339e-09
541.2	4.5019e-09
541.4	4.9865e-09
541.6	5.5234e-09
541.8	6.118e-09
542.0	6.7766e-09
542.2	7.5062e-09
542.4	8.3143e-09
542.6	9.2093e-09
542.8	1.0201e-08
543.0	1.1299e-08
543.2	1.0971e-08
543.4	1.0158e-08
543.6	9.4052e-09
543.8	8.7083e-09
544.0	8.0631e-09
544.2	7.4657e-09
544.4	6.9125e-09
544.6	6.4003e-09
544.8	5.9261e-09
545.0	5.487e-09
545.2	4.4615e-09
545.4	3.6205e-09
545.6	2.938e-09
545.8	2.3842e-09
546.0	1.9348e-09
546.2	1.5701e-09
546.4	1.2741e-09
546.6	1.0339e-09
546.8	8.3902e-10
547.0	6.8086e-10
547.2	6.6625e-10
547.4	6.6566e-10
547.6	6.6506e-10
547.8	6.6447e-10
548.0	6.6387e-10
548.2	6.6328e-10
548.4	6.6269e-10
548.6	6.6209e-10
548.8	6.615e-10
549.0	6.6091e-10
549.2	7.4165e-10
549.4	8.5087e-10
549.6	9.7618e-10
549.8	1.1199e-09
550.0	1.2849e-09
550.2	1.4741e-09
550.4	1.6912e-09
550.6	1.9403e-09
550.8	2.226e-09
551.0	2.5539e-09
551.2	2.364e-09
551.4	2.0596e-09
551.6	1.7945e-09
551.8	1.5635e-09
552.0	1.3622e-09
552.2	1.1868e-09
552.4	1.0341e-09
552.6	9.0093e-10
552.8	7.8495e-10
553.0	6.839e-10
553.2	7.9296e-10
553.4	1.0275e-09
553.6	1.3313e-09
553.8	1.7251e-09
554.0	2.2353e-09
554.2	2.8964e-09
554.4	3.7529e-09
554.6	4.8629e-09
554.8	6.301e-09
555.0	8.1646e-09
555.2	1.8119e-08
555.4	1.7437e-08
555.6	1.6781e-08
555.8	1.6149e-08
556.0	1.5541e-08
556.2	1.4956e-08
556.4	1.4393e-08
556.6	1.3851e-08
556.8	1.333e-08
557.0	1.2828e-08
557.2	9.8122e-09
557.4	7.2847e-09
557.6	5.4082e-09
557.8	4.0151e-09
558.0	2.9808e-09
558.2	2.213e-09
558.4	1.643e-09
558.6	1.2197e-09
558.8	9.0555e-10
559.0	6.7229e-10
559.2	7.5082e-10
559.4	9.1168e-10
559.6	1.107e-09
559.8	1.3442e-09
560.0	1.6321e-09
560.2	1.9818e-09
560.4	2.4064e-09
560.6	2.9219e-09
560.8	3.5479e-09
561.0	4.308e-09
561.2	4.2162e-09
561.4	3.876e-09
561.6	3.5632e-09
561.8	3.2757e-09
562.0	3.0114e-09
562.2	2.7684e-09
562.4	2.545e-09
562.6	2.3396e-09
562.8	2.1509e-09
563.0	1.9773e-09
563.2	2.1694e-09
563.4	2.5495e-09
563.6	2.9963e-09
563.8	3.5215e-09
564.0	4.1386e-09
564.2	4.8639e-09
564.4	5.7162e-09
564.6	6.718e-09
564.8	7.8953e-09
565.0	9.2789e-09
565.2	1.9104e-08
565.4	1.3119e-08
565.6	9.0084e-09
565.8	6.186e-09
566.0	4.2478e-09
566.2	2.9169e-09
566.4	2.003e-09
566.6	1.3754e-09
566.8	9.445e-10
567.0	6.4857e-10
567.2	8.1426e-10
567.4	1.0973e-09
567.6	1.4786e-09
567.8	1.9925e-09
568.0	2.685e-09
568.2	3.6181e-09
568.4	4.8756e-09
568.6	6.5701e-09
568.8	8.8536e-09
569.0	1.1931e-08
569.2	1.2732e-08
569.4	1.3017e-08
569.6	1.3309e-08
569.8	1.3607e-08
570.0	1.3912e-08
570.2	1.4224e-08
570.4	1.4543e-08
570.6	1.4869e-08
570.8	1.5203e-08
571.0	1.5544e-08
571.2	1.5553e-08
571.4	1.5476e-08
571.6	1.54e-08
571.8	1.5324e-08
572.0	1.5248e-08
572.2	1.5173e-08
572.4	1.5098e-08
572.6	1.5024e-08
572.8	1.495e-08
573.0	1.4876e-08
573.2	1.4346e-08
573.4	1.3692e-08
573.6	1.3068e-08
573.8	1.2472e-08
574.0	1.1903e-08
574.2	1.136e-08
574.4	1.0842e-08
574.6	1.0347e-08
574.8	9.8755e-09
575.0	9.4251e-09
575.2	3.326e-08
575.4	3.3828e-08
575.6	3.4407e-08
575.8	3.4995e-08
576.0	3.5593e-08
576.2	3.6202e-08
576.4	3.6821e-08
576.6	3.745e-08
576.8	3.809e-08
577.0	3.8742e-08
577.2	3.8399e-08
577.4	3.7944e-08
577.6	3.7495e-08
577.8	3.7051e-08
578.0	3.6612e-08
578.2	3.6179e-08
578.4	3.575e-08
578.6	3.5327e-08
578.8	3.4908e-08
579.0	3.4495e-08
579.2	3.4749e-08
579.4	3.5124e-08
579.6	3.5503e-08
579.8	3.5886e-08
580.0	3.6273e-08
580.2	3.6664e-08
580.4	3.706e-08
580.6	3.746e-08
580.8	3.7864e-08
581.0	3.8273e-08
581.2	3.8995e-08
581.4	3.9805e-08
581.6	4.0632e-08
581.8	4.1477e-08
582.0	4.2338e-08
582.2	4.3218e-08
582.4	4.4116e-08
582.6	4.5033e-08
582.8	4.5969e-08
583.0	4.6924e-08
583.2	4.7467e-08
583.4	4.7886e-08
583.6	4.8309e-08
583.8	4.8736e-08
584.0	4.9166e-08
584.2	4.96e-08
584.4	5.0038e-08
584.6	5.048e-08
584.8	5.0926e-08
585.0	5.1376e-08
585.2	5.5542e-08
585.4	5.6636e-08
585.6	5.7751e-08
585.8	5.8889e-08
586.0	6.0049e-08
586.2	6.1231e-08
586.4	6.2437e-08
586.6	6.3667e-08
586.8	6.4921e-08
587.0	6.62e-08
587.2	6.7032e-08
587.4	6.7804e-08
587.6	6.8585e-08
587.8	6.9375e-08
588.0	7.0174e-08
588.2	7.0982e-08
588.4	7.1799e-08
588.6	7.2626e-08
588.8	7.3462e-08
589.0	7.4308e-08
589.2	7.3778e-08
589.4	7.2973e-08
589.6	7.2177e-08
589.8	7.139e-08
590.0	7.0612e-08
590.2	6.9842e-08
590.4	6.908e-08
590.6	6.8326e-08
590.8	6.7581e-08
591.0	6.6844e-08
591.2	6.7982e-08
591.4	6.9637e-08
591.6	7.1332e-08
591.8	7.3069e-08
592.0	7.4848e-08
592.2	7.667e-08
592.4	7.8537e-08
592.6	8.0449e-08
592.8	8.2407e-08
593.0	8.4413e-08
593.2	8.5393e-08
593.4	8.6043e-08
593.6	8.6698e-08
593.8	8.7359e-08
594.0	8.8024e-08
594.2	8.8694e-08
594.4	8.9369e-08
594.6	9.005e-08
594.8	9.0735e-08
595.0	9.1426e-08
595.2	7.31e-08
595.4	7.4042e-08
595.6	7.4996e-08
595.8	7.5963e-08
596.0	7.6942e-08
596.2	7.7933e-08
596.4	7.8937e-08
596.6	7.9955e-08
596.8	8.0985e-08
597.0	8.2028e-08
597.2	8.3946e-08
597.4	8.6052e-08
597.6	8.8212e-08
597.8	9.0425e-08
598.0	9.2694e-08
598.2	9.502e-08
598.4	9.7405e-08
598.6	9.9849e-08
598.8	1.0235e-07
599.0	1.0492e-07
599.2	1.0531e-07
599.4	1.0525e-07
599.6	1.0519e-07
599.8	1.0512e-07
600.0	1.0506e-07
600.2	1.05e-07
600.4	1.0493e-07
600.6	1.0487e-07
600.8	1.0481e-07
601.0	1.0475e-07
601.2	1.0557e-07
601.4	1.0663e-07
601.6	1.077e-07
601.8	1.0879e-07
602.0	1.0988e-07
602.2	1.1098e-07
602.4	1.121e-07
602.6	1.1322e-07
602.8	1.1436e-07
603.0	1.1551e-07
603.2	1.1706e-07
603.4	1.1874e-07
603.6	1.2045e-07
603.8	1.2218e-07
604.0	1.2394e-07
604.2	1.2572e-07
604.4	1.2753e-07
604.6	1.2936e-07
604.8	1.3122e-07
605.0	1.3311e-07
605.2	8.9455e-08
605.4	9.1339e-08
605.6	9.3263e-08
605.8	9.5228e-08
606.0	9.7233e-08
606.2	9.9281e-08
606.4	1.0137e-07
606.6	1.0351e-07
606.8	1.0569e-07
607.0	1.0791e-07
607.2	1.0852e-07
607.4	1.0889e-07
607.6	1.0927e-07
607.8	1.0965e-07
608.0	1.1002e-07
608.2	1.104e-07
608.4	1.1078e-07
608.6	1.1116e-07
608.8	1.1154e-07
609.0	1.1193e-07
609.2	1.1256e-07
609.4	1.1325e-07
609.6	1.1394e-07
609.8	1.1463e-07
610.0	1.1533e-07
610.2	1.1604e-07
610.4	1.1674e-07
610.6	1.1745e-07
610.8	1.1817e-07
611.0	1.1889e-07
611.2	1.1965e-07
611.4	1.2042e-07
611.6	1.2119e-07
611.8	1.2197e-07
612.0	1.2275e-07
612.2	1.2354e-07
612.4	1.2433e-07
612.6	1.2513e-07
612.8	1.2594e-07
613.0	1.2675e-07
613.2	1.284e-07
613.4	1.3028e-07
613.6	1.3219e-07
613.8	1.3413e-07
614.0	1.361e-07
614.2	1.3809e-07
614.4	1.4012e-07
614.6	1.4217e-07
614.8	1.4426e-07
615.0	1.4637e-07
615.2	1.0322e-07
615.4	1.0391e-07
615.6	1.0462e-07
615.8	1.0532e-07
616.0	1.0603e-07
616.2	1.0675e-07
616.4	1.0747e-07
616.6	1.0819e-07
616.8	1.0893e-07
617.0	1.0966e-07
617.2	1.1005e-07
617.4	1.1038e-07
617.6	1.1071e-07
617.8	1.1105e-07
618.0	1.1138e-07
618.2	1.1172e-07
618.4	1.1206e-07
618.6	1.1239e-07
618.8	1.1273e-07
619.0	1.1307e-07
619.2	1.0909e-07
619.4	1.0444e-07
619.6	9.9989e-08
619.8	9.5728e-08
620.0	9.1649e-08
620.2	9.5744e-08
620.4	1.017e-07
620.6	1.0802e-07
620.8	1.1474e-07
621.0	1.2187e-07
621.2	1.1908e-07
621.4	1.1424e-07
621.6	1.0959e-07
621.8	1.0514e-07
622.0	1.0086e-07
622.2	1.0408e-07
622.4	1.0913e-07
622.6	1.1442e-07
622.8	1.1997e-07
623.0	1.258e-07
623.2	1.241e-07
623.4	1.2063e-07
623.6	1.1726e-07
623.8	1.1398e-07
624.0	1.1079e-07
624.2	1.157e-07
624.4	1.2293e-07
624.6	1.3062e-07
624.8	1.388e-07
625.0	1.4748e-07
625.2	1.4225e-07
625.4	1.3721e-07
625.6	1.3234e-07
625.8	1.2765e-07
626.0	1.2313e-07
626.2	1.2259e-07
626.4	1.2307e-07
626.6	1.2354e-07
626.8	1.2401e-07
627.0	1.2449e-07
627.2	1.2497e-07
627.4	1.2545e-07
627.6	1.2593e-07
627.8	1.2642e-07
628.0	1.269e-07
628.2	1.0342e-07
628.4	7.9598e-08
628.6	6.1265e-08
628.8	4.7155e-08
629.0	3.6294e-08
629.2	2.7935e-08
629.4	2.1501e-08
629.6	1.6549e-08
629.8	1.2738e-08
630.0	9.8041e-09
630.2	9.7923e-09
630.4	9.804e-09
630.6	9.8299e-09
630.8	9.8452e-09
631.0	9.8516e-09
631.2	9.8705e-09
631.4	9.8832e-09
631.6	9.8814e-09
631.8	2.7885e-08
632.0	5.777e-08
632.2	6.2022e-08
632.4	3.9457e-08
632.6	3.9492e-08
632.8	2.8363e-08
633.0	3.7929e-08
633.2	1.4816e-08
633.4	9.8853e-09
633.6	1.2239e-08
633.8	2.2255e-08
634.0	5.3528e-08
634.2	4.3473e-08
634.4	5.4339e-08
634.6	2.2916e-08
634.8	8.1172e-08
635.0	1.4719e-08
635.2	1.4733e-08
635.4	2.7046e-08
635.6	1.6969e-08
635.8	1.0358e-08
636.0	1.976e-08
636.2	1.843e-08
636.4	9.8809e-09
636.6	9.8883e-09
636.8	9.8828e-09
637.0	3.2051e-08
637.2	1.4677e-08
637.4	1.499e-08
637.6	1.5069e-08
637.8	1.4509e-08
638.0	6.877e-08
638.2	4.4431e-08
638.4	4.0795e-08
638.6	1.5156e-08
638.8	3.1922e-08
639.0	3.7503e-08
639.2	1.4065e-08
639.4	8.1461e-08
639.6	5.6883e-08
639.8	2.0335e-08
640.0	1.089e-08
640.2	9.8629e-09
640.4	9.8381e-09
640.6	1.217e-08
640.8	5.0878e-08
641.0	6.5524e-08
641.2	2.6126e-08
641.4	1.1406e-08
641.6	9.7359e-09
641.8	1.4383e-08
642.0	3.6534e-08
642.2	2.0979e-08
642.4	4.5611e-08
642.6	6.1249e-08
642.8	2.137e-08
643.0	9.6803e-09
643.2	1.432e-08
643.4	4.5028e-08
643.6	1.2425e-08
643.8	9.6597e-09
644.0	1.538e-08
644.2	4.5599e-08
644.4	3.5523e-08
644.6	1.4499e-08
644.8	1.449e-08
645.0	1.4485e-08
645.2	1.7191e-08
645.4	3.2571e-08
645.6	3.6219e-08
645.8	6.5127e-08
646.0	3.6907e-08
646.2	1.0197e-08
646.4	3.8329e-08
646.6	3.9174e-08
646.8	2.944e-08
647.0	2.8234e-08
647.2	1.7154e-08
647.4	4.7156e-08
647.6	8.6824e-08
