λ	T
645.6	1e-07
645.8	1e-07
646	1e-07
646.2	1e-07
646.4	1e-07
646.6	1e-07
646.8	1e-07
647	1e-07
647.2	1e-07
647.4	1e-07
647.6	1e-07
647.8	1e-07
648	1e-07
648.2	1e-07
648.4	1e-07
648.6	1e-07
648.8	1e-07
649	1e-07
649.2	1e-07
649.4	1e-07
649.6	1e-07
649.8	1e-07
650	1e-07
650.2	1e-07
650.4	1e-07
650.6	1e-07
650.8	1e-07
651	1e-07
651.2	1e-07
651.4	1e-07
651.6	1e-07
651.8	1e-07
652	1e-07
652.2	1e-07
652.4	1e-07
652.6	1e-07
652.8	1e-07
653	1e-07
653.2	1e-07
653.4	1e-07
653.6	1e-07
653.8	1e-07
654	1e-07
654.2	1e-07
654.4	1e-07
654.6	1e-07
654.8	1e-07
655	1e-07
655.2	1e-07
655.4	1e-07
655.6	1e-07
655.8	1e-07
656	1e-07
656.2	1e-07
656.4	1e-07
656.6	1e-07
656.8	1e-07
657	1e-07
657.2	1e-07
657.4	1e-07
657.6	1e-07
657.8	1e-07
658	1e-07
658.2	1e-07
658.4	1e-07
658.6	1e-07
658.8	1e-07
659	1e-07
659.2	1e-07
659.4	1e-07
659.6	1e-07
659.8	1e-07
660	1e-07
660.2	1e-07
660.4	1e-07
660.6	1e-07
660.8	1e-07
661	1e-07
661.2	1e-07
661.4	1e-07
661.6	1e-07
661.8	1e-07
662	1e-07
662.2	1e-07
662.4	1e-07
662.6	1e-07
662.8	1e-07
663	1e-07
663.2	1e-07
663.4	1e-07
663.6	1e-07
663.8	1e-07
664	1e-07
664.2	1e-07
664.4	1e-07
664.6	1e-07
664.8	1e-07
665	1e-07
665.2	1e-07
665.4	1e-07
665.6	1e-07
665.8	1e-07
666	1e-07
666.2	1e-07
666.4	1e-07
666.6	1e-07
666.8	1e-07
667	1e-07
667.2	1e-07
667.4	1e-07
667.6	1e-07
667.8	1e-07
668	1e-07
668.2	1e-07
668.4	1e-07
668.6	1e-07
668.8	1e-07
669	1e-07
669.2	1e-07
669.4	1e-07
669.6	1e-07
669.8	1e-07
670	1e-07
670.2	1e-07
670.4	1e-07
670.6	1e-07
670.8	1e-07
671	1e-07
671.2	1e-07
671.4	1e-07
671.6	1e-07
671.8	1e-07
672	1e-07
672.2	1e-07
672.4	1e-07
672.6	1e-07
672.8	1e-07
673	1e-07
673.2	1e-07
673.4	1e-07
673.6	1e-07
673.8	1e-07
674	1e-07
674.2	1e-07
674.4	1e-07
674.6	1e-07
674.8	1e-07
675	1e-07
675.2	1e-07
675.4	1e-07
675.6	1e-07
675.8	1e-07
676	1e-07
676.2	1e-07
676.4	1e-07
676.6	1e-07
676.8	1e-07
677	1e-07
677.2	1e-07
677.4	1e-07
677.6	1e-07
677.8	1e-07
678	1e-07
678.2	1e-07
678.4	1e-07
678.6	1e-07
678.8	1e-07
679	1e-07
679.2	1e-07
679.4	1e-07
679.6	1e-07
679.8	1e-07
680	1e-07
680.2	1e-07
680.4	1e-07
680.6	1e-07
680.8	1e-07
681	1e-07
681.2	1e-07
681.4	1e-07
681.6	1e-07
681.8	1e-07
682	1e-07
682.2	1e-07
682.4	1e-07
682.6	1e-07
682.8	1e-07
683	1e-07
683.2	1e-07
683.4	1e-07
683.6	1e-07
683.8	1e-07
684	1e-07
684.2	1e-07
684.4	1e-07
684.6	1e-07
684.8	1e-07
685	1e-07
685.2	1e-07
685.4	1e-07
685.6	1e-07
685.8	1e-07
686	1e-07
686.2	1e-07
686.4	1e-07
686.6	1e-07
686.8	1e-07
687	1e-07
687.2	1e-07
687.4	1e-07
687.6	1e-07
687.8	1e-07
688	1e-07
688.2	1e-07
688.4	1e-07
688.6	1e-07
688.8	1e-07
689	1e-07
689.2	1e-07
689.4	1e-07
689.6	1e-07
689.8	1e-07
690	1e-07
690.2	1e-07
690.4	1e-07
690.6	1e-07
690.8	1e-07
691	1e-07
691.2	1e-07
691.4	1e-07
691.6	1e-07
